user1_id,user2_id,match_percentage
USER_004,USER_084,99
USER_004,USER_085,87
USER_004,USER_086,37
USER_004,USER_087,54
USER_004,USER_088,1
USER_004,USER_089,97
USER_004,USER_090,35
USER_004,USER_091,0
USER_004,USER_092,43
USER_004,USER_093,87
USER_004,USER_094,1
USER_004,USER_095,68
USER_004,USER_096,92
USER_004,USER_097,13
USER_004,USER_098,82
USER_004,USER_099,52
USER_004,USER_100,85
USER_005,USER_006,49
USER_005,USER_007,30
USER_005,USER_008,100
USER_005,USER_009,99
USER_005,USER_010,91
USER_005,USER_011,17
USER_005,USER_012,98
USER_005,USER_013,6
USER_005,USER_014,4
USER_005,USER_015,70
USER_005,USER_016,71
USER_005,USER_017,17
USER_005,USER_018,85
USER_005,USER_019,50
USER_005,USER_020,13
USER_005,USER_021,12
USER_005,USER_022,2
USER_005,USER_023,40
USER_005,USER_024,3
USER_005,USER_025,8
USER_005,USER_026,82
USER_005,USER_027,96
USER_005,USER_028,4
USER_005,USER_029,90
USER_005,USER_030,77
USER_005,USER_031,51
USER_005,USER_032,42
USER_005,USER_033,68
USER_005,USER_034,68
USER_005,USER_035,1
USER_005,USER_036,82
USER_005,USER_037,23
USER_005,USER_038,0
USER_005,USER_039,98
USER_005,USER_040,94
USER_005,USER_041,12
USER_005,USER_042,89
USER_005,USER_043,84
USER_005,USER_044,69
USER_005,USER_045,20
USER_005,USER_046,5
USER_005,USER_047,0
USER_005,USER_048,0
USER_005,USER_049,4
USER_005,USER_050,34
USER_005,USER_051,83
USER_005,USER_052,3
USER_005,USER_053,1
USER_005,USER_054,24
USER_005,USER_055,2
USER_005,USER_056,2
USER_005,USER_057,97
USER_005,USER_058,14
USER_005,USER_059,3
USER_005,USER_060,13
USER_005,USER_061,10
USER_005,USER_062,93
USER_005,USER_063,16
USER_005,USER_064,0
USER_005,USER_065,8
USER_005,USER_066,99
USER_005,USER_067,8
USER_005,USER_068,1
USER_005,USER_069,7
USER_005,USER_070,85
USER_005,USER_071,97
USER_005,USER_072,96
USER_005,USER_073,19
USER_005,USER_074,99
USER_005,USER_075,1
USER_005,USER_076,20
USER_005,USER_077,87
USER_005,USER_078,1
USER_005,USER_079,15
USER_005,USER_080,88
USER_005,USER_081,83
USER_005,USER_082,3
USER_005,USER_083,78
USER_005,USER_084,1
USER_005,USER_085,79
USER_005,USER_086,28
USER_005,USER_087,33
USER_005,USER_088,96
USER_005,USER_089,60
USER_005,USER_090,1
USER_005,USER_091,98
USER_005,USER_092,92
USER_005,USER_093,2
USER_005,USER_094,64
USER_005,USER_095,4
USER_005,USER_096,9
USER_005,USER_097,37
USER_005,USER_098,8
USER_005,USER_099,26
USER_005,USER_100,1
USER_006,USER_007,0
USER_006,USER_008,39
USER_006,USER_009,79
USER_006,USER_010,0
USER_006,USER_011,0
USER_006,USER_012,25
USER_006,USER_013,11
USER_006,USER_014,0
USER_006,USER_015,17
USER_006,USER_016,98
USER_006,USER_017,0
USER_006,USER_018,34
USER_006,USER_019,87
USER_006,USER_020,93
USER_006,USER_021,62
USER_006,USER_022,8
USER_006,USER_023,64
USER_006,USER_024,0
USER_006,USER_025,6
USER_006,USER_026,52
USER_006,USER_027,88
USER_006,USER_028,10
USER_006,USER_029,90
USER_006,USER_030,94
USER_006,USER_031,49
USER_006,USER_032,95
USER_006,USER_033,39
USER_006,USER_034,87
USER_006,USER_035,0
USER_006,USER_036,2
USER_006,USER_037,3
USER_006,USER_038,1
USER_006,USER_039,49
USER_006,USER_040,98
USER_006,USER_041,0
USER_006,USER_042,4
USER_006,USER_043,85
USER_006,USER_044,22
USER_006,USER_045,4
USER_006,USER_046,0
USER_006,USER_047,15
USER_006,USER_048,12
USER_006,USER_049,1
USER_006,USER_050,2
USER_006,USER_051,90
USER_006,USER_052,0
USER_006,USER_053,40
USER_006,USER_054,98
USER_006,USER_055,0
USER_006,USER_056,62
USER_006,USER_057,3
USER_006,USER_058,0
USER_006,USER_059,29
USER_006,USER_060,3
USER_006,USER_061,0
USER_006,USER_062,80
USER_006,USER_063,1
USER_006,USER_064,57
USER_006,USER_065,49
USER_006,USER_066,62
USER_006,USER_067,4
USER_006,USER_068,2
USER_006,USER_069,4
USER_006,USER_070,5
USER_006,USER_071,84
USER_006,USER_072,90
USER_006,USER_073,93
USER_006,USER_074,25
USER_006,USER_075,8
USER_006,USER_076,17
USER_006,USER_077,82
USER_006,USER_078,41
USER_006,USER_079,0
USER_006,USER_080,58
USER_006,USER_081,21
USER_006,USER_082,31
USER_006,USER_083,0
USER_006,USER_084,0
USER_006,USER_085,19
USER_006,USER_086,5
USER_006,USER_087,1
USER_006,USER_088,79
USER_006,USER_089,0
USER_006,USER_090,87
USER_006,USER_091,97
USER_006,USER_092,21
USER_006,USER_093,0
USER_006,USER_094,96
USER_006,USER_095,0
USER_006,USER_096,55
USER_006,USER_097,60
USER_006,USER_098,0
USER_006,USER_099,8
USER_006,USER_100,2
USER_007,USER_008,80
USER_007,USER_009,9
USER_007,USER_010,99
USER_007,USER_011,99
USER_007,USER_012,85
USER_007,USER_013,89
USER_007,USER_014,58
USER_007,USER_015,1
USER_007,USER_016,0
USER_007,USER_017,95
USER_007,USER_018,3
USER_007,USER_019,0
USER_007,USER_020,0
USER_007,USER_021,0
USER_007,USER_022,96
USER_007,USER_023,1
USER_007,USER_024,92
USER_007,USER_025,96
USER_007,USER_026,1
USER_007,USER_027,2
USER_007,USER_028,96
USER_007,USER_029,2
USER_007,USER_030,0
USER_007,USER_031,2
USER_007,USER_032,0
USER_007,USER_033,14
USER_007,USER_034,3
USER_007,USER_035,90
USER_007,USER_036,12
USER_007,USER_037,96
USER_007,USER_038,81
USER_007,USER_039,7
USER_007,USER_040,3
USER_007,USER_041,97
USER_007,USER_042,17
USER_007,USER_043,11
USER_007,USER_044,20
USER_007,USER_045,84
USER_007,USER_046,95
USER_007,USER_047,67
USER_007,USER_048,52
USER_007,USER_049,90
USER_007,USER_050,73
USER_007,USER_051,1
USER_007,USER_052,94
USER_007,USER_053,57
USER_007,USER_054,0
USER_007,USER_055,99
USER_007,USER_056,25
USER_007,USER_057,6
USER_007,USER_058,98
USER_007,USER_059,18
USER_007,USER_060,91
USER_007,USER_061,88
USER_007,USER_062,12
USER_007,USER_063,94
USER_007,USER_064,9
USER_007,USER_065,83
USER_007,USER_066,13
USER_007,USER_067,39
USER_007,USER_068,71
USER_007,USER_069,3
USER_007,USER_070,1
USER_007,USER_071,26
USER_007,USER_072,9
USER_007,USER_073,1
USER_007,USER_074,64
USER_007,USER_075,69
USER_007,USER_076,97
USER_007,USER_077,6
USER_007,USER_078,62
USER_007,USER_079,98
USER_007,USER_080,57
USER_007,USER_081,37
USER_007,USER_082,47
USER_007,USER_083,100
USER_007,USER_084,96
USER_007,USER_085,16
USER_007,USER_086,3
USER_007,USER_087,84
USER_007,USER_088,3
USER_007,USER_089,100
USER_007,USER_090,28
USER_007,USER_091,2
USER_007,USER_092,54
USER_007,USER_093,95
USER_007,USER_094,2
USER_007,USER_095,97
USER_007,USER_096,93
USER_007,USER_097,2
USER_007,USER_098,99
USER_007,USER_099,93
USER_007,USER_100,74
USER_008,USER_009,99
USER_008,USER_010,91
USER_008,USER_011,59
USER_008,USER_012,100
USER_008,USER_013,5
USER_008,USER_014,1
USER_008,USER_015,73
USER_008,USER_016,60
USER_008,USER_017,32
USER_008,USER_018,95
USER_008,USER_019,57
USER_008,USER_020,55
USER_008,USER_021,48
USER_008,USER_022,9
USER_008,USER_023,73
USER_008,USER_024,14
USER_008,USER_025,12
USER_008,USER_026,84
USER_008,USER_027,94
USER_008,USER_028,11
USER_008,USER_029,97
USER_008,USER_030,49
USER_008,USER_031,70
USER_008,USER_032,39
USER_008,USER_033,96
USER_008,USER_034,95
USER_008,USER_035,4
USER_008,USER_036,95
USER_008,USER_037,3
USER_008,USER_038,1
USER_008,USER_039,92
USER_008,USER_040,97
USER_008,USER_041,39
USER_008,USER_042,98
USER_008,USER_043,76
USER_008,USER_044,97
USER_008,USER_045,6
USER_008,USER_046,11
USER_008,USER_047,0
USER_008,USER_048,0
USER_008,USER_049,5
USER_008,USER_050,14
USER_008,USER_051,96
USER_008,USER_052,3
USER_008,USER_053,4
USER_008,USER_054,25
USER_008,USER_055,6
USER_008,USER_056,2
USER_008,USER_057,88
USER_008,USER_058,9
USER_008,USER_059,1
USER_008,USER_060,4
USER_008,USER_061,5
USER_008,USER_062,99
USER_008,USER_063,13
USER_008,USER_064,0
USER_008,USER_065,17
USER_008,USER_066,99
USER_008,USER_067,1
USER_008,USER_068,3
USER_008,USER_069,57
USER_008,USER_070,29
USER_008,USER_071,99
USER_008,USER_072,98
USER_008,USER_073,38
USER_008,USER_074,99
USER_008,USER_075,1
USER_008,USER_076,46
USER_008,USER_077,89
USER_008,USER_078,1
USER_008,USER_079,16
USER_008,USER_080,97
USER_008,USER_081,95
USER_008,USER_082,2
USER_008,USER_083,89
USER_008,USER_084,12
USER_008,USER_085,80
USER_008,USER_086,60
USER_008,USER_087,32
USER_008,USER_088,97
USER_008,USER_089,89
USER_008,USER_090,0
USER_008,USER_091,95
USER_008,USER_092,99
USER_008,USER_093,7
USER_008,USER_094,90
USER_008,USER_095,4
USER_008,USER_096,15
USER_008,USER_097,72
USER_008,USER_098,17
USER_008,USER_099,62
USER_008,USER_100,1
USER_009,USER_010,52
USER_009,USER_011,78
USER_009,USER_012,99
USER_009,USER_013,2
USER_009,USER_014,5
USER_009,USER_015,93
USER_009,USER_016,77
USER_009,USER_017,8
USER_009,USER_018,62
USER_009,USER_019,73
USER_009,USER_020,78
USER_009,USER_021,48
USER_009,USER_022,7
USER_009,USER_023,86
USER_009,USER_024,3
USER_009,USER_025,6
USER_009,USER_026,69
USER_009,USER_027,99
USER_009,USER_028,26
USER_009,USER_029,65
USER_009,USER_030,82
USER_009,USER_031,71
USER_009,USER_032,73
USER_009,USER_033,97
USER_009,USER_034,85
USER_009,USER_035,8
USER_009,USER_036,96
USER_009,USER_037,12
USER_009,USER_038,1
USER_009,USER_039,92
USER_009,USER_040,94
USER_009,USER_041,49
USER_009,USER_042,95
USER_009,USER_043,95
USER_009,USER_044,96
USER_009,USER_045,32
USER_009,USER_046,8
USER_009,USER_047,0
USER_009,USER_048,4
USER_009,USER_049,24
USER_009,USER_050,29
USER_009,USER_051,88
USER_009,USER_052,11
USER_009,USER_053,16
USER_009,USER_054,69
USER_009,USER_055,1
USER_009,USER_056,12
USER_009,USER_057,85
USER_009,USER_058,20
USER_009,USER_059,5
USER_009,USER_060,50
USER_009,USER_061,14
USER_009,USER_062,97
USER_009,USER_063,11
USER_009,USER_064,0
USER_009,USER_065,43
USER_009,USER_066,99
USER_009,USER_067,0
USER_009,USER_068,3
USER_009,USER_069,74
USER_009,USER_070,29
USER_009,USER_071,93
USER_009,USER_072,92
USER_009,USER_073,38
USER_009,USER_074,97
USER_009,USER_075,2
USER_009,USER_076,23
USER_009,USER_077,99
USER_009,USER_078,1
USER_009,USER_079,25
USER_009,USER_080,90
USER_009,USER_081,93
USER_009,USER_082,9
USER_009,USER_083,61
USER_009,USER_084,4
USER_009,USER_085,91
USER_009,USER_086,87
USER_009,USER_087,61
USER_009,USER_088,92
USER_009,USER_089,40
USER_009,USER_090,1
USER_009,USER_091,89
USER_009,USER_092,97
USER_009,USER_093,37
USER_009,USER_094,83
USER_009,USER_095,2
USER_009,USER_096,15
USER_009,USER_097,95
USER_009,USER_098,7
USER_009,USER_099,23
USER_009,USER_100,2
USER_010,USER_011,99
USER_010,USER_012,61
USER_010,USER_013,97
USER_010,USER_014,43
USER_010,USER_015,1
USER_010,USER_016,16
USER_010,USER_017,95
USER_010,USER_018,4
USER_010,USER_019,1
USER_010,USER_020,3
USER_010,USER_021,0
USER_010,USER_022,97
USER_010,USER_023,4
USER_010,USER_024,99
USER_010,USER_025,97
USER_010,USER_026,7
USER_010,USER_027,4
USER_010,USER_028,93
USER_010,USER_029,0
USER_010,USER_030,5
USER_010,USER_031,9
USER_010,USER_032,0
USER_010,USER_033,16
USER_010,USER_034,1
USER_010,USER_035,81
USER_010,USER_036,15
USER_010,USER_037,98
USER_010,USER_038,83
USER_010,USER_039,46
USER_010,USER_040,16
USER_010,USER_041,93
USER_010,USER_042,3
USER_010,USER_043,19
USER_010,USER_044,7
USER_010,USER_045,96
USER_010,USER_046,86
USER_010,USER_047,37
USER_010,USER_048,93
USER_010,USER_049,89
USER_010,USER_050,93
USER_010,USER_051,2
USER_010,USER_052,97
USER_010,USER_053,63
USER_010,USER_054,1
USER_010,USER_055,98
USER_010,USER_056,64
USER_010,USER_057,4
USER_010,USER_058,96
USER_010,USER_059,51
USER_010,USER_060,90
USER_010,USER_061,98
USER_010,USER_062,7
USER_010,USER_063,99
USER_010,USER_064,12
USER_010,USER_065,92
USER_010,USER_066,10
USER_010,USER_067,97
USER_010,USER_068,89
USER_010,USER_069,2
USER_010,USER_070,1
USER_010,USER_071,22
USER_010,USER_072,9
USER_010,USER_073,0
USER_010,USER_074,20
USER_010,USER_075,81
USER_010,USER_076,98
USER_010,USER_077,17
USER_010,USER_078,84
USER_010,USER_079,98
USER_010,USER_080,2
USER_010,USER_081,9
USER_010,USER_082,82
USER_010,USER_083,99
USER_010,USER_084,95
USER_010,USER_085,10
USER_010,USER_086,2
USER_010,USER_087,98
USER_010,USER_088,10
USER_010,USER_089,98
USER_010,USER_090,61
USER_010,USER_091,8
USER_010,USER_092,14
USER_010,USER_093,97
USER_010,USER_094,1
USER_010,USER_095,68
USER_010,USER_096,94
USER_010,USER_097,39
USER_010,USER_098,93
USER_010,USER_099,94
USER_010,USER_100,75
USER_011,USER_012,62
USER_011,USER_013,73
USER_011,USER_014,31
USER_011,USER_015,1
USER_011,USER_016,2
USER_011,USER_017,86
USER_011,USER_018,2
USER_011,USER_019,0
USER_011,USER_020,2
USER_011,USER_021,3
USER_011,USER_022,99
USER_011,USER_023,14
USER_011,USER_024,97
USER_011,USER_025,94
USER_011,USER_026,2
USER_011,USER_027,7
USER_011,USER_028,97
USER_011,USER_029,1
USER_011,USER_030,3
USER_011,USER_031,4
USER_011,USER_032,0
USER_011,USER_033,64
USER_011,USER_034,2
USER_011,USER_035,87
USER_011,USER_036,47
USER_011,USER_037,97
USER_011,USER_038,85
USER_011,USER_039,47
USER_011,USER_040,10
USER_011,USER_041,95
USER_011,USER_042,4
USER_011,USER_043,20
USER_011,USER_044,46
USER_011,USER_045,78
USER_011,USER_046,92
USER_011,USER_047,61
USER_011,USER_048,90
USER_011,USER_049,96
USER_011,USER_050,91
USER_011,USER_051,4
USER_011,USER_052,97
USER_011,USER_053,63
USER_011,USER_054,1
USER_011,USER_055,95
USER_011,USER_056,77
USER_011,USER_057,1
USER_011,USER_058,86
USER_011,USER_059,24
USER_011,USER_060,65
USER_011,USER_061,94
USER_011,USER_062,8
USER_011,USER_063,98
USER_011,USER_064,8
USER_011,USER_065,96
USER_011,USER_066,21
USER_011,USER_067,88
USER_011,USER_068,85
USER_011,USER_069,4
USER_011,USER_070,0
USER_011,USER_071,8
USER_011,USER_072,1
USER_011,USER_073,0
USER_011,USER_074,37
USER_011,USER_075,90
USER_011,USER_076,95
USER_011,USER_077,44
USER_011,USER_078,59
USER_011,USER_079,96
USER_011,USER_080,6
USER_011,USER_081,51
USER_011,USER_082,93
USER_011,USER_083,98
USER_011,USER_084,98
USER_011,USER_085,7
USER_011,USER_086,5
USER_011,USER_087,98
USER_011,USER_088,4
USER_011,USER_089,98
USER_011,USER_090,39
USER_011,USER_091,0
USER_011,USER_092,18
USER_011,USER_093,99
USER_011,USER_094,1
USER_011,USER_095,86
USER_011,USER_096,91
USER_011,USER_097,11
USER_011,USER_098,89
USER_011,USER_099,97
USER_011,USER_100,48
USER_012,USER_013,4
USER_012,USER_014,2
USER_012,USER_015,84
USER_012,USER_016,42
USER_012,USER_017,27
USER_012,USER_018,86
USER_012,USER_019,57
USER_012,USER_020,62
USER_012,USER_021,68
USER_012,USER_022,2
USER_012,USER_023,75
USER_012,USER_024,19
USER_012,USER_025,12
USER_012,USER_026,79
USER_012,USER_027,95
USER_012,USER_028,19
USER_012,USER_029,48
USER_012,USER_030,46
USER_012,USER_031,75
USER_012,USER_032,26
USER_012,USER_033,98
USER_012,USER_034,92
USER_012,USER_035,25
USER_012,USER_036,99
USER_012,USER_037,20
USER_012,USER_038,2
USER_012,USER_039,92
USER_012,USER_040,97
USER_012,USER_041,50
USER_012,USER_042,97
USER_012,USER_043,95
USER_012,USER_044,98
USER_012,USER_045,11
USER_012,USER_046,12
USER_012,USER_047,0
USER_012,USER_048,0
USER_012,USER_049,19
USER_012,USER_050,8
USER_012,USER_051,71
USER_012,USER_052,20
USER_012,USER_053,2
USER_012,USER_054,20
USER_012,USER_055,8
USER_012,USER_056,2
USER_012,USER_057,86
USER_012,USER_058,30
USER_012,USER_059,1
USER_012,USER_060,18
USER_012,USER_061,4
USER_012,USER_062,97
USER_012,USER_063,8
USER_012,USER_064,0
USER_012,USER_065,4
USER_012,USER_066,98
USER_012,USER_067,2
USER_012,USER_068,3
USER_012,USER_069,94
USER_012,USER_070,29
USER_012,USER_071,99
USER_012,USER_072,86
USER_012,USER_073,57
USER_012,USER_074,98
USER_012,USER_075,1
USER_012,USER_076,47
USER_012,USER_077,93
USER_012,USER_078,1
USER_012,USER_079,49
USER_012,USER_080,96
USER_012,USER_081,97
USER_012,USER_082,1
USER_012,USER_083,77
USER_012,USER_084,15
USER_012,USER_085,98
USER_012,USER_086,97
USER_012,USER_087,25
USER_012,USER_088,95
USER_012,USER_089,85
USER_012,USER_090,0
USER_012,USER_091,71
USER_012,USER_092,99
USER_012,USER_093,28
USER_012,USER_094,96
USER_012,USER_095,10
USER_012,USER_096,28
USER_012,USER_097,85
USER_012,USER_098,42
USER_012,USER_099,30
USER_012,USER_100,5
USER_013,USER_014,64
USER_013,USER_015,0
USER_013,USER_016,23
USER_013,USER_017,27
USER_013,USER_018,4
USER_013,USER_019,0
USER_013,USER_020,1
USER_013,USER_021,0
USER_013,USER_022,88
USER_013,USER_023,1
USER_013,USER_024,30
USER_013,USER_025,99
USER_013,USER_026,12
USER_013,USER_027,3
USER_013,USER_028,85
USER_013,USER_029,3
USER_013,USER_030,7
USER_013,USER_031,2
USER_013,USER_032,1
USER_013,USER_033,1
USER_013,USER_034,6
USER_013,USER_035,12
USER_013,USER_036,0
USER_013,USER_037,81
USER_013,USER_038,87
USER_013,USER_039,5
USER_013,USER_040,26
USER_013,USER_041,61
USER_013,USER_042,1
USER_013,USER_043,5
USER_013,USER_044,0
USER_013,USER_045,90
USER_013,USER_046,13
USER_013,USER_047,69
USER_013,USER_048,97
USER_013,USER_049,69
USER_013,USER_050,93
USER_013,USER_051,3
USER_013,USER_052,34
USER_013,USER_053,84
USER_013,USER_054,1
USER_013,USER_055,57
